Project, Model, Fun, Type, Mandatory, Info, Line Num, Filename, Link,
rancher/os,run,run,Func as a chan bound,true,Name : len(lines),84,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go#L84,
rancher/os,run,run,len() as a chan bound,true,Name : len(lines),84,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go#L84,
rancher/os,run,run,Slice as a spawning for upper bound,true,Name : lines,86,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go#L86,
rancher/os,run,run,Go in for,false,,90,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go#L90,
rancher/os,run,run,Func as a for upper bound,false,Name : len(lines),93,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go#L93,
rancher/os,run,run,len() as a for upper bound,false,Name : len(lines),93,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go#L93,
rancher/os,run,run,Integer as a for lower bound,false,0,93,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/respawn/respawn.go#L93,
rancher/os,selectDatasource,selectDatasource,Slice as a spawning for upper bound,true,Name : sources,318,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/cloudinitsave/cloudinitsave.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/cloudinitsave/cloudinitsave.go#L318,
rancher/os,selectDatasource,selectDatasource,Integer as a add bound,true,1,319,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/cloudinitsave/cloudinitsave.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/cloudinitsave/cloudinitsave.go#L319,
rancher/os,selectDatasource,selectDatasource,Go in for,false,,320,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/cloudinitsave/cloudinitsave.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example941605589/cmd/cloudinitsave/cloudinitsave.go#L320,
rcrowley/go-metrics,LogScaled,LogScaled,Func as a spawning for upper bound,true,Name : &{time Tick}(freq),27,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example983449826/log.go,https://github.com/rcrowley/go-metrics/blob/10cdbea86bc0b922507ce91d43f4f78a5bea2e8f//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example983449826/log.go#L27,
jordan-wright/email,NewPool,NewPool,Var as a chan bound,true,count,52,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example248119256/pool.go,https://github.com/jordan-wright/email/blob/e1c00e1569805c0f6812a42b0f9236b3a39a85d6//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example248119256/pool.go#L52,
perkeep/perkeep,importAll,importAll,Var as a chan bound,true,&{0xc4493c11c0 15897456 * numWorkers},183,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go#L183,
perkeep/perkeep,importAll,importAll,Integer as a spawning for upper bound,true,10,187,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,importAll,Integer as a spawning for lower bound,true,0,187,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,importAll,Go in for,false,,188,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/import_share.go#L188,
perkeep/perkeep,readQueueToMemory,enumerateQueuedBlobs,For loop not well formed,false,Init : <nil> Cond : &{0xc449743220 16001566 [] 0 16001567} Post : <nil>,547,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L547,
perkeep/perkeep,runSync,runSync,Go in for,false,,578,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L578,
perkeep/perkeep,runSync,runSync,Var as a for upper bound,false,toCopy,589,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L589,
perkeep/perkeep,runSync,runSync,Integer as a for lower bound,false,0,589,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L589,
perkeep/perkeep,runFullValidation,runFullValidation,Func as a add bound,true,Name : len(shards),756,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L756,
perkeep/perkeep,runFullValidation,runFullValidation,len() as a add bound,true,Name : len(shards),756,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L756,
perkeep/perkeep,runFullValidation,runFullValidation,Slice as a spawning for upper bound,true,Name : shards,764,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L764,
perkeep/perkeep,runFullValidation,runFullValidation,Go in for,false,,767,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L767,
perkeep/perkeep,validateShardPrefix,validateShardPrefix,Slice as a spawning for upper bound,true,Name : missing,820,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/server/sync.go#L820,
perkeep/perkeep,ReceiveBlob,ReceiveBlob,Var as a chan bound,true,nReplicas,202,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/blobserver/replica/replica.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/blobserver/replica/replica.go#L202,
perkeep/perkeep,ReceiveBlob,ReceiveBlob,Go in for,false,,210,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/blobserver/replica/replica.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example075292065/pkg/blobserver/replica/replica.go#L210,
