stripe--veneur:veneur++Serve1357.pml,0,113,5648,false,false,,,https://github.com/stripe/veneur/blob/590f2c060515bd818c0e566047256590cf41b838/server.go#L1357,
ginuerzh--gost:gost++transportPacket336.pml,0,20,4557,false,true,,,https://github.com/ginuerzh/gost/blob/1a56a878ac446d9cfc14a1c7fb11ef43d8dc61f4/ss.go#L336,
ginuerzh--gost:gost++transportUDP418.pml,0,285,4619,false,false,,,https://github.com/ginuerzh/gost/blob/1a56a878ac446d9cfc14a1c7fb11ef43d8dc61f4/ss.go#L418,
iamduo--workq:captain++TimeoutLock44.pml,0,16,4461,false,true,,,https://github.com/iamduo/workq/blob/fc15ddb2896728be7fbe5c0ac286bdf22d5603cf/int/captain/filemutex.go#L44,
kubernetes--contrib:portforward++handleConnection244.pml,0,16,4821,false,true,,,https://github.com/kubernetes/contrib/blob/89f6948e24578fed2a90a87871b2263729f90ac3/scale-demo/Godeps/_workspace/src/k8s.io/kubernetes/pkg/client/unversioned/portforward/portforward.go#L244,
openshift--origin:util++WaitForAnImageStreamTag1072.pml,0,16,4362,false,true,,,https://github.com/openshift/origin/blob/56333ce08d76ca93e3930a2eeb1445fdd337de39/test/extended/util/framework.go#L1072,
rancher--rancher:clusterstats++callWithTimeout220.pml,0,16,4382,false,true,,,https://github.com/rancher/rancher/blob/d2fc2ed3105b0335b93a0fc10b745839ff6e2b0e/pkg/controllers/management/clusterstats/statsaggregator.go#L220,
intelsdi-x--snap:control++startPlugin189.pml,0,17,4528,false,true,,,https://github.com/intelsdi-x/snap/blob/e3a6c8e39994b3980df0c7b069d5ede810622952/control/runner.go#L189,
kubernetes--kubernetes:services++Start48.pml,0,32,4898,false,true,,,https://github.com/kubernetes/kubernetes/blob/d70ee902fddc682863a3cc4f0d8eac0223ebf70b/test/e2e_node/services/apiserver.go#L48,
rancher--convoy:util++Execute323.pml,0,17,4364,false,true,,,https://github.com/rancher/convoy/blob/23ae8d0da8fde882c9caa228efc39a38bc99f910/util/util.go#L323,
vitessio--vitess:vtworkerclienttest++commandErrorsBecauseBusy123.pml,0,79,4538,false,true,,,https://github.com/vitessio/vitess/blob/d09dffef0c60d5d4841cac86bdf4ed777098b60a/go/vt/worker/vtworkerclienttest/client_testsuite.go#L123,
Qihoo360--poseidon:poseidon++FetchDocItems171.pml,0,13,4865,false,false,,docItems171 = 0,,https://github.com/Qihoo360/poseidon/blob/9be3a58756c2c604573075b6e7531f13f5ba7c1c/service/searcher/poseidon/doc_gz_client.go#L171,
Qihoo360--poseidon:poseidon++FetchDocItems171.pml,0,20,4844,false,true,,docItems171 = 1,,https://github.com/Qihoo360/poseidon/blob/9be3a58756c2c604573075b6e7531f13f5ba7c1c/service/searcher/poseidon/doc_gz_client.go#L171,
Qihoo360--poseidon:poseidon++FetchDocItems171.pml,0,36,6797,false,true,,docItems171 = 3,,https://github.com/Qihoo360/poseidon/blob/9be3a58756c2c604573075b6e7531f13f5ba7c1c/service/searcher/poseidon/doc_gz_client.go#L171,
dropbox--godropbox:cinterop++ProcessBatchedData103.pml,0,1749,4542,false,true,,,https://github.com/dropbox/godropbox/blob/52ad444d35023d078d496d305d75511e772f0295/cinterop/maximally_batched_work.go#L103,
dropbox--godropbox:cinterop++StartServer48.pml,0,33,4397,false,true,,,https://github.com/dropbox/godropbox/blob/52ad444d35023d078d496d305d75511e772f0295/cinterop/server.go#L48,
flynn--flynn:cluster++run296.pml,0,24,4394,false,true,,,https://github.com/flynn/flynn/blob/eecb13ba8d5f4228c24dce308293f9c65075c949/test/cluster/instance.go#L296,
getlantern--lantern:dns++Shutdown416.pml,0,22,4417,false,true,,,https://github.com/getlantern/lantern/blob/c972d9c24cf83d18709fa1eb29079f28c3d620c9/archive/src/github.com/miekg/dns/server.go#L416,
getlantern--lantern:dns++parseKey171.pml,0,92,4675,false,true,,,https://github.com/getlantern/lantern/blob/c972d9c24cf83d18709fa1eb29079f28c3d620c9/archive/src/github.com/miekg/dns/dnssec_keyscan.go#L171,
moby--moby:load++pullImages109.pml,0,1041,4679,false,false,,images109 = 3,pullImages_pullRefs = 3,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,40,4707,false,false,,images109 = 3,pullImages_pullRefs = 0,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,51,4661,false,true,,images109 = 1,pullImages_pullRefs = 3,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,87,4724,false,false,,images109 = 3,pullImages_pullRefs = 1,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,26,4954,false,true,,images109 = 0,pullImages_pullRefs = 1,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,37,4700,false,false,,images109 = 0,pullImages_pullRefs = 0,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,87,4695,false,false,,images109 = 1,pullImages_pullRefs = 1,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,40,4747,false,true,,images109 = 0,pullImages_pullRefs = 3,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
moby--moby:load++pullImages109.pml,0,40,4689,false,false,,images109 = 1,pullImages_pullRefs = 0,,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/fixtures/load/frozen.go#L109,
linkerd--linkerd2:cmd++getMetrics91.pml,0,14,4710,false,false,,pods91 = 0,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,0,39,4717,false,true,,pods91 = 1,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2219,false,true,,pods91 = 1,int containers=-2; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2284,false,true,,pods91 = 1,int containers=-2; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2159,false,true,,pods91 = 1,int containers=3; int containers=-2; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2217,false,true,,pods91 = 1,int containers=1; int containers=-2; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2172,false,true,,pods91 = 1,int containers=0; int containers=-2; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2191,false,true,,pods91 = 1,int containers=-2; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2222,false,true,,pods91 = 1,int containers=0; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2188,false,true,,pods91 = 1,int containers=1; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2219,false,true,,pods91 = 1,int containers=1; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2427,false,true,,pods91 = 1,int containers=0; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2703,false,true,,pods91 = 1,int containers=0; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2229,false,true,,pods91 = 1,int containers=3; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2391,false,true,,pods91 = 1,int containers=1; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2366,false,true,,pods91 = 1,int containers=3; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,39,2391,false,true,,pods91 = 1,int containers=3; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,0,35,5603,false,true,,pods91 = 3,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2502,false,true,,pods91 = 3,int containers=0; int containers=-2; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2665,false,true,,pods91 = 3,int containers=-2; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2618,false,true,,pods91 = 3,int containers=1; int containers=-2; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2470,false,true,,pods91 = 3,int containers=-2; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2570,false,true,,pods91 = 3,int containers=-2; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2390,false,true,,pods91 = 3,int containers=3; int containers=-2; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2475,false,true,,pods91 = 3,int containers=0; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2346,false,true,,pods91 = 3,int containers=0; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2390,false,true,,pods91 = 3,int containers=1; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2547,false,true,,pods91 = 3,int containers=1; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2460,false,true,,pods91 = 3,int containers=3; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2347,false,true,,pods91 = 3,int containers=0; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2310,false,true,,pods91 = 3,int containers=3; int containers=0; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2277,false,true,,pods91 = 3,int containers=3; int containers=1; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
linkerd--linkerd2:cmd++getMetrics91.pml,1,35,2476,false,true,,pods91 = 3,int containers=1; int containers=3; ,,https://github.com/linkerd/linkerd2/blob/c416e7826125b94a4c047bf21a63b49130a7b14e/cli/cmd/metrics_diagnostics_util.go#L91,
cyfdecyf--cow:main++main31.pml,0,20,4659,false,false,,main_listenProxy = 0,,https://github.com/cyfdecyf/cow/blob/41c0fb157c8b939b724ae0d58dad3a1b7cd2e811/main.go#L31,
cyfdecyf--cow:main++main31.pml,0,42,4741,false,true,,main_listenProxy = 1,,https://github.com/cyfdecyf/cow/blob/41c0fb157c8b939b724ae0d58dad3a1b7cd2e811/main.go#L31,
cyfdecyf--cow:main++main31.pml,0,76,4666,false,true,,main_listenProxy = 3,,https://github.com/cyfdecyf/cow/blob/41c0fb157c8b939b724ae0d58dad3a1b7cd2e811/main.go#L31,
docker--libchan:spdy++Pipe21.pml,0,16,4448,false,true,,,https://github.com/docker/libchan/blob/0328dcec840a0659448faf08af087135fffb7fde/spdy/pipe.go#L21,
getgauge--gauge:api++performRefactoring183.pml,0,41,4718,false,true,,,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/api/apiMessageHandler.go#L183,
getgauge--gauge:conn++acceptConnectionWithoutTimeout68.pml,0,17,4531,false,true,,,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/conn/connectionHandler.go#L68,
getgauge--gauge:runner++StartGrpcRunner302.pml,0,20,4464,false,true,,,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/runner/grpcRunner.go#L302,
joewalnes--websocketd:libwebsocketd++Terminate32.pml,0,19,4606,false,true,,,https://github.com/joewalnes/websocketd/blob/2190c8ab4c6c615180183b3abc59c995e333fb66/libwebsocketd/process_endpoint.go#L32,
joewalnes--websocketd:main++main38.pml,0,11,4827,false,true,,main_config_Addr = 0,,https://github.com/joewalnes/websocketd/blob/2190c8ab4c6c615180183b3abc59c995e333fb66/main.go#L38,
joewalnes--websocketd:main++main38.pml,0,153,4920,false,false,,main_config_Addr = 1,,https://github.com/joewalnes/websocketd/blob/2190c8ab4c6c615180183b3abc59c995e333fb66/main.go#L38,
joewalnes--websocketd:main++main38.pml,0,47,4786,false,true,,main_config_Addr = 3,,https://github.com/joewalnes/websocketd/blob/2190c8ab4c6c615180183b3abc59c995e333fb66/main.go#L38,
keybase--client:chat++checkFeature191.pml,0,24,4472,false,true,,,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/journey_card_manager.go#L191,
keybase--client:libkb++GetKeybasePassphrase12.pml,0,20,5857,false,true,,,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/passphrase_helper.go#L12,
Azure--acs-engine:operations++evictPods166.pml,0,19,4900,false,false,,pods166 = 0,,https://github.com/Azure/acs-engine/blob/36d434b2a7102ab8f4219f095787c7ab31b5ddd6/pkg/operations/cordondrainvm.go#L166,
Azure--acs-engine:operations++evictPods166.pml,0,136,4986,false,false,,pods166 = 1,,https://github.com/Azure/acs-engine/blob/36d434b2a7102ab8f4219f095787c7ab31b5ddd6/pkg/operations/cordondrainvm.go#L166,
Azure--acs-engine:operations++evictPods166.pml,0,3511,4948,false,true,,pods166 = 3,,https://github.com/Azure/acs-engine/blob/36d434b2a7102ab8f4219f095787c7ab31b5ddd6/pkg/operations/cordondrainvm.go#L166,
google--syzkaller:adb++findConsoleImpl156.pml,0,32,5179,false,true,,findConsoleImpl_consoles = 0,,https://github.com/google/syzkaller/blob/63631df1539816bc62c7be40779c5f3e23b23b2f/vm/adb/adb.go#L156,
google--syzkaller:adb++findConsoleImpl156.pml,1,35,2587,false,false,,findConsoleImpl_consoles = 0,int output=0; ,,https://github.com/google/syzkaller/blob/63631df1539816bc62c7be40779c5f3e23b23b2f/vm/adb/adb.go#L156,
