Project, Channel safety score, Global deadlock score, Link 
keybase--client:libkb++HandleChatResetConversation1314.pml,0,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/notify_router.go#L1314
GoogleCloudPlatform--google-cloud-go:main++main76.pml,0,0,https://github.com/GoogleCloudPlatform/google-cloud-go/blob/56e18a64836ab9482528b212eb139f649f7a35c3/profiler/busybench/busybench.go#L76
heptio--ark:bug++getKubectlVersion140.pml,0,0,https://github.com/heptio/ark/blob/db403c6c54b0048fada2b5db628c44be4ac0fd79/pkg/cmd/cli/bug/bug.go#L140
hyperledger--fabric:comm++send30.pml,0,1,https://github.com/hyperledger/fabric/blob/8555262cca0e3b0c89e077a71c9c5312920b87b0/gossip/comm/ack.go#L30
hashicorp--go-plugin:plugin++newGRPCStdioServer32.pml,0,1,https://github.com/hashicorp/go-plugin/blob/0c19a1387af146eaa3335dad0a021741344ac3e9/grpc_stdio.go#L32
lxc--lxd:rsync++Recv263.pml,0,0,https://github.com/lxc/lxd/blob/6c8d1ba8351d36ae4f0844a7009611b160ef4174/lxd/rsync/rsync.go#L263
keybase--client:kbtest++ProvisionNewDeviceKex253.pml,0,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbtest/kbtest.go#L253
influxdata--telegraf:smart++getAttributes501.pml,0,0,https://github.com/influxdata/telegraf/blob/6ed1431348c200760443c2a0422b0d54bea927ec/plugins/inputs/smart/smart.go#L501
nsqio--nsq:clusterinfo++GetLookupdTopicChannels122.pml,0,0,https://github.com/nsqio/nsq/blob/8adb229f70538c6f6554b98285a33552bcb5832c/internal/clusterinfo/data.go#L122
schachmat--wego:backends++Fetch222.pml,0,1,https://github.com/schachmat/wego/blob/994e4f141759a1070d7b0c8fbe5fad2cc7ee7d45/backends/forecast.io.go#L222
mehrdadrad--mylg:icmp++send292.pml,0,0,https://github.com/mehrdadrad/mylg/blob/faba8672ef9f2693ca9093d2a3a671114401e55a/icmp/ping.go#L292
hashicorp--packer:googlecompute++getGCEUser151.pml,0,0,https://github.com/hashicorp/packer/blob/94e22e666440c3ceb633cc0ea96d9a7f345d736e/builder/googlecompute/step_import_os_login_ssh_key.go#L151
michaelmacinnis--oh:engine++System126.pml,0,1,https://github.com/michaelmacinnis/oh/blob/c62fc497ab704dd99109eebc1508e41e06efcc86/internal/engine/engine.go#L126
vitessio--vitess:wrangler++forAll336.pml,0,0,https://github.com/vitessio/vitess/blob/d09dffef0c60d5d4841cac86bdf4ed777098b60a/go/vt/wrangler/resharder.go#L336
rkt--rkt:tar++ExtractTar105.pml,0,0,https://github.com/rkt/rkt/blob/171c416fac02516604e48d2e65153dd55a12513e/pkg/tar/chroot.go#L105
codetainerapp--codetainer:testing++attachContainer595.pml,0,0,https://github.com/codetainerapp/codetainer/blob/30b2c5bc1ac527f906d446b7d5b12403b4a13354/Godeps/_workspace/src/github.com/fsouza/go-dockerclient/testing/server.go#L595
aktau--github-release:github++getPaginated205.pml,0,0,https://github.com/aktau/github-release/blob/100e85543f51525ecafcfb5c9e96119b6dea0aa2/github/github.go#L205
mattermost--mattermost-server:app++LeaveChannel1974.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/app/channel.go#L1974
hashicorp--packer:ncloud++waitPublicIPInstanceStatus133.pml,0,0,https://github.com/hashicorp/packer/blob/94e22e666440c3ceb633cc0ea96d9a7f345d736e/builder/ncloud/step_create_public_ip_instance.go#L133
Workiva--go-datastructures:btree++add45.pml,0,0,https://github.com/Workiva/go-datastructures/blob/0819bcaf26091e7c33585441f8961854c2400faa/btree/immutable/add.go#L45
keybase--client:libkbfs++startOpOrWait161.pml,0,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/libkbfs/block_disk_store.go#L161
virtual-kubelet--virtual-kubelet:lock++Subscribe58.pml,0,0,https://github.com/virtual-kubelet/virtual-kubelet/blob/fa139bfe27dd478aaca44cc54252d599bb94ead3/internal/lock/monitor.go#L58
Masterminds--glide:repo++SetReference14.pml,0,0.2962962962962963,https://github.com/Masterminds/glide/blob/b94b39d657d8abcccba6545e148f1201aee6ffec/repo/set_reference.go#L14
getgauge--gauge:runner++Kill74.pml,0,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/runner/legacyRunner.go#L74
hpcloud--tail:main++main31.pml,0,0.75,https://github.com/hpcloud/tail/blob/a1dbeea552b7c8df4b542c66073e393de198a800/cmd/gotail/gotail.go#L31
influxdata--telegraf:snmp++Gather331.pml,0,0,https://github.com/influxdata/telegraf/blob/6ed1431348c200760443c2a0422b0d54bea927ec/plugins/inputs/snmp/snmp.go#L331
mattermost--mattermost-server:app++RevokeAccessToken517.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/app/oauth.go#L517
TykTechnologies--tyk:gateway++ProcessRequestOffThread188.pml,0,1,https://github.com/TykTechnologies/tyk/blob/2e6c81212eff46b2b1d30dcc237542659883c017/gateway/mw_organisation_activity.go#L188
golang--tools:importgraph++Build62.pml,0,0,https://github.com/golang/tools/blob/e0d201561e39aeaab8136532f2bbe17ae1ef24ff/refactor/importgraph/graph.go#L62
mattermost--mattermost-server:storetest++testReactionDeadlock437.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/store/storetest/reaction_store.go#L437
kubernetes--contrib:portforward++handleConnection244.pml,0,1,https://github.com/kubernetes/contrib/blob/89f6948e24578fed2a90a87871b2263729f90ac3/scale-demo/Godeps/_workspace/src/k8s.io/kubernetes/pkg/client/unversioned/portforward/portforward.go#L244
alexei-led--pumba:netem++Run135.pml,0,0,https://github.com/alexei-led/pumba/blob/76435f32f1b942b19e45084a7c7c351efd3efb6f/pkg/chaos/netem/loss_ge.go#L135
open-falcon--falcon-plus:backend_pool++Send91.pml,0,0,https://github.com/open-falcon/falcon-plus/blob/0c37ac5b9412e90c560571563e9a6824eea2e03f/common/backend_pool/tsdb_backends.go#L91
ginuerzh--gost:gost++tunnelClientUDP1315.pml,0,0,https://github.com/ginuerzh/gost/blob/1a56a878ac446d9cfc14a1c7fb11ef43d8dc61f4/socks.go#L1315
stripe--veneur:veneur++Flush28.pml,0,0,https://github.com/stripe/veneur/blob/590f2c060515bd818c0e566047256590cf41b838/flusher.go#L28
mattermost--mattermost-server:searchlayer++autocompleteUsersInChannelByEngine103.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/store/searchlayer/user_layer.go#L103
fission--fission:resources++Dump197.pml,0,0,https://github.com/fission/fission/blob/6dbdf4d88bacf13948185ad090f7b73adc6bfb34/pkg/fission-cli/cmd/support/resources/kubernetes.go#L197
google--keytransparency:client++BatchCreateMutation82.pml,0,0.5833333333333334,https://github.com/google/keytransparency/blob/c1d8b03b87f098b18637b89ab17ff4c1c49fd1e2/core/client/batch_client.go#L82
juju--juju:azure++Bootstrap254.pml,0,0,https://github.com/juju/juju/blob/af21dceaf489e65417c11a49921a03bf188480cd/provider/azure/environ.go#L254
prometheus--prometheus:azure++refresh256.pml,0,0,https://github.com/prometheus/prometheus/blob/b7fe028740b7b36a31c2deda1e2b74aa566fc0ee/discovery/azure/azure.go#L256
improbable-eng--thanos:testoldstoreset++getHealthyStores275.pml,0,0,https://github.com/improbable-eng/thanos/blob/d587ac90f67da1894af8ef62547d8e0dfb3cc5f6/pkg/query/internal/test-storeset-pre-v0.8.0/storeset.go#L275
tenta-browser--tenta-dns:responder++doQueryParallelHarness313.pml,0.4444444444444444,0.5555555555555556,https://github.com/tenta-browser/tenta-dns/blob/8a8ab0bbeb86f54d3a26606118d06ca03e49dfdd/responder/recursive_dns_resolver.go#L313
kubernetes--contrib:helpers++DoParallelContainerStopBenchmark285.pml,0,0,https://github.com/kubernetes/contrib/blob/89f6948e24578fed2a90a87871b2263729f90ac3/docker-micro-benchmark/helpers/docker_helpers.go#L285
git-lfs--git-lfs:lfshttp++newSyncLogger100.pml,0,1,https://github.com/git-lfs/git-lfs/blob/731bcc598b2edd1b400a8908a803fd6afdc255ff/lfshttp/stats.go#L100
rancher--convoy:util++Execute323.pml,0,1,https://github.com/rancher/convoy/blob/23ae8d0da8fde882c9caa228efc39a38bc99f910/util/util.go#L323
vitessio--vitess:wrangler++syncSourceStreams298.pml,0,0,https://github.com/vitessio/vitess/blob/d09dffef0c60d5d4841cac86bdf4ed777098b60a/go/vt/wrangler/stream_migrater.go#L298
remind101--empire:cloudformation++Start65.pml,0,0,https://github.com/remind101/empire/blob/2ef3b5071f34472a12895a3ac8ee881c7285490d/server/cloudformation/queue.go#L65
lxc--lxd:drivers++receiveDataset313.pml,0,0,https://github.com/lxc/lxd/blob/6c8d1ba8351d36ae4f0844a7009611b160ef4174/lxd/storage/drivers/driver_zfs_utils.go#L313
keybase--client:chat++PublicCanonicalTLFNameAndID249.pml,0,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/tlf.go#L249
vuvuzela--vuvuzela:coordinator++loop273.pml,0,1,https://github.com/vuvuzela/vuvuzela/blob/55ba49f81ad006877ae6b4d76c0958a3ee956441/coordinator/server.go#L273
stripe--veneur:veneur++startProcessingOnUDP41.pml,0,1,https://github.com/stripe/veneur/blob/590f2c060515bd818c0e566047256590cf41b838/networking.go#L41
ardanlabs--gotraining:freq++ConcurrentBounded48.pml,0,0,https://github.com/ardanlabs/gotraining/blob/2a8609213c14c6f4a048c95daad0bc31ba5f4db1/topics/go/algorithms/fun/freq/freq.go#L48
weaveworks--scope:multitenant++FetchReports158.pml,0,0.75,https://github.com/weaveworks/scope/blob/9aa9b1ae70bc40a765324152debf82e0ae0e2fce/app/multitenant/memcache_client.go#L158
keybase--client:libkb++HandleChatTLFResolve1086.pml,0,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/notify_router.go#L1086
cloudfoundry--cli:clissh++handleForwardConnection243.pml,0,1,https://github.com/cloudfoundry/cli/blob/daa64ed559dd33833ed41529fe804079041e7802/util/clissh/ssh.go#L243
cloudfoundry--cli:io++CaptureOutput25.pml,0,1,https://github.com/cloudfoundry/cli/blob/daa64ed559dd33833ed41529fe804079041e7802/cf/util/testhelpers/io/io.go#L25
golang--glog:glog++timeoutFlush746.pml,0,0,https://github.com/golang/glog/blob/23def4e6c14b4da8ac2ed8007337bc5eb5007998/glog.go#L746
letsencrypt--boulder:va++parallelCAALookup135.pml,0,0,https://github.com/letsencrypt/boulder/blob/9464d025d1e336ccb5f366e4499ebe9e9596e8d1/va/caa.go#L135
vitessio--vitess:inst++RepointTo853.pml,0,0,https://github.com/vitessio/vitess/blob/d09dffef0c60d5d4841cac86bdf4ed777098b60a/go/vt/orchestrator/inst/instance_topology.go#L853
letsencrypt--boulder:janitor++Run116.pml,0,1,https://github.com/letsencrypt/boulder/blob/9464d025d1e336ccb5f366e4499ebe9e9596e8d1/cmd/boulder-janitor/janitor/janitor.go#L116
GoogleContainerTools--skaffold:cache++lookupArtifacts32.pml,0,0,https://github.com/GoogleContainerTools/skaffold/blob/11613898940ce017a02da73462a7a44580ce3d6e/pkg/skaffold/build/cache/lookup.go#L32
jpmorganchase--quorum:p2p++setupDiscovery542.pml,0,0,https://github.com/jpmorganchase/quorum/blob/7b726385216c44e55fc6b6191a022fe598c102d4/p2p/server.go#L542
influxdata--telegraf:docker++Gather145.pml,0,0,https://github.com/influxdata/telegraf/blob/6ed1431348c200760443c2a0422b0d54bea927ec/plugins/inputs/docker/docker.go#L145
perkeep--perkeep:server++newSyncFromConfig135.pml,0,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L135
mmatczuk--go-http-tunnel:tunnel++proxyConn642.pml,0,0,https://github.com/mmatczuk/go-http-tunnel/blob/10e3e0d19ab0acb9817506531130b349dbefb492/server.go#L642
hashicorp--go-plugin:plugin++CleanupClients270.pml,0,0,https://github.com/hashicorp/go-plugin/blob/0c19a1387af146eaa3335dad0a021741344ac3e9/client.go#L270
keybase--kbfs:libkbfs++parseTlfHandleLoose704.pml,0,0,https://github.com/keybase/kbfs/blob/a4a00254ce4a3f4cf9d19ca56085d4964f1a7f64/libkbfs/tlf_handle_resolve.go#L704
alibaba--pouch:ctrd++PushImage190.pml,0,0,https://github.com/alibaba/pouch/blob/bc5839e3c493f3bcc56d16a65fa9d2bd0e7866a5/ctrd/image.go#L190
mattermost--mattermost-server:app++SyncPlugins225.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/app/plugin.go#L225
containerd--containerd:portforward++run185.pml,0,0,https://github.com/containerd/containerd/blob/66fec3bbbf91520a1433faa16e99e5a314a61902/pkg/cri/streaming/portforward/websocket.go#L185
chrislusf--gleam:driver++cleanup105.pml,0,0,https://github.com/chrislusf/gleam/blob/d48afd638bae4e01dbf233e492fc07c840929d45/distributed/driver/driver.go#L105
moby--moby:daemon++ReloadConfig645.pml,0,0,https://github.com/moby/moby/blob/0456e058d2b60606d4374cd975c635dfe7673f17/testutil/daemon/daemon.go#L645
tsuru--tsuru:docker++tryRestartAppsByFilter274.pml,0,0,https://github.com/tsuru/tsuru/blob/acb87a16aa1c971080a7771119155c44e5eab9f2/provision/docker/handlers.go#L274
NebulousLabs--Sia:contractmanager++AddSectorBatch404.pml,0,0.2222222222222222,https://github.com/NebulousLabs/Sia/blob/a25183288df2fc0ba6e43ef2d1b9644d0ec29ba1/modules/host/contractmanager/sectorupdate.go#L404
stripe--veneur:trace++NewClient314.pml,0,0,https://github.com/stripe/veneur/blob/590f2c060515bd818c0e566047256590cf41b838/trace/client.go#L314
docker--libnetwork:dbclient++doReady325.pml,0.6666666666666666,0,https://github.com/docker/libnetwork/blob/954d1ddc998d8b6eb93afb628ae8ca122e53bca8/cmd/networkdb-test/dbclient/ndbClient.go#L325
kubernetes--kubernetes:chaosmonkey++Do78.pml,0,0,https://github.com/kubernetes/kubernetes/blob/d70ee902fddc682863a3cc4f0d8eac0223ebf70b/test/e2e/chaosmonkey/chaosmonkey.go#L78
appleboy--gorush:gorush++queueNotification52.pml,0,0,https://github.com/appleboy/gorush/blob/36bc4f0f4b09113de93b212b9c35c0da165f088f/gorush/worker.go#L52
hyperledger--fabric:kafka++newChain42.pml,0,0,https://github.com/hyperledger/fabric/blob/8555262cca0e3b0c89e077a71c9c5312920b87b0/orderer/consensus/kafka/chain.go#L42
hyperledger--fabric:blockledger++init18.pml,0,0,https://github.com/hyperledger/fabric/blob/8555262cca0e3b0c89e077a71c9c5312920b87b0/common/ledger/blockledger/util.go#L18
schollz--find3:api++findBestAlgorithm177.pml,0,0.2222222222222222,https://github.com/schollz/find3/blob/5964026678a3b2c9f50f2e638f0eb1e0ecb6fe81/server/main/src/api/calibration.go#L177
boltdb--bolt:bolt++Batch660.pml,0,1,https://github.com/boltdb/bolt/blob/fd01fc79c553a8e99d512a07e8e0c63d4a3ccfc5/db.go#L660
src-d--go-git:git++pushHashes1042.pml,0,0,https://github.com/src-d/go-git/blob/8b0c2116cea2bbcc8d0075e762b887200a1898e1/remote.go#L1042
laurent22--massren:main++processFileActions538.pml,0,0,https://github.com/laurent22/massren/blob/f721006d1e4ee8220a6eea144cfe3b0835a5880f/main.go#L538
influxdata--telegraf:beanstalkd++Gather36.pml,0,0,https://github.com/influxdata/telegraf/blob/6ed1431348c200760443c2a0422b0d54bea927ec/plugins/inputs/beanstalkd/beanstalkd.go#L36
disintegration--gift:gift++parallelize12.pml,0,0,https://github.com/disintegration/gift/blob/575e249f241f574659e4495fb306c04f86340c13/utils.go#L12
perkeep--perkeep:gc++markItem88.pml,0,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/gc/gc.go#L88
minio--minio:cmd++getLoadBalancedDisks153.pml,0,0,https://github.com/minio/minio/blob/3163a660aa79b75b725a0c6f152557e6253b900f/cmd/erasure-common.go#L153
Qihoo360--poseidon:redisx++Receive91.pml,0,1,https://github.com/Qihoo360/poseidon/blob/9be3a58756c2c604573075b6e7531f13f5ba7c1c/builder/docformat/src/github.com/garyburd/redigo/redisx/connmux.go#L91
puma--puma-dev:devtest++WithStdoutCaptured90.pml,0,0,https://github.com/puma/puma-dev/blob/566b636a6ffa8785bc025a5c8cfe14fe49f641d6/dev/devtest/testutils.go#L90
nanomsg--mangos:xrep++SetOption223.pml,0,0,https://github.com/nanomsg/mangos/blob/233273ca2095032478c1e6c44d120e34e8c8536a/protocol/xrep/xrep.go#L223
shazow--ssh-chat:chat++NewRoom45.pml,0,0,https://github.com/shazow/ssh-chat/blob/1a00bd81f26e3ffc4ca1108185d39f9087756a44/chat/room.go#L45
jpmorganchase--quorum:pipes++TCPPipe30.pml,0,0,https://github.com/jpmorganchase/quorum/blob/7b726385216c44e55fc6b6191a022fe598c102d4/p2p/simulations/pipes/pipes.go#L30
kubernetes--kubernetes:pod++podsRunning278.pml,0,0,https://github.com/kubernetes/kubernetes/blob/d70ee902fddc682863a3cc4f0d8eac0223ebf70b/test/e2e/framework/pod/resource.go#L278
cortesi--devd:livereload++NewServer51.pml,0,1,https://github.com/cortesi/devd/blob/c1a3bfba27d8e028de90fb24452374412a4cffb3/livereload/livereload.go#L51
aelsabbahy--goss:system++DNSlookup112.pml,0,0,https://github.com/aelsabbahy/goss/blob/6e5d3e37bb1facb315fa9f49b523b7e41496dfa8/system/dns.go#L112
nanomsg--mangos:xsub++SetOption86.pml,0,0,https://github.com/nanomsg/mangos/blob/233273ca2095032478c1e6c44d120e34e8c8536a/protocol/xsub/xsub.go#L86
chrislusf--seaweedfs:storage++DeleteCollectionFromDiskLocation180.pml,0,0,https://github.com/chrislusf/seaweedfs/blob/e439b65e387609b2a761d9a976c0efc44060dff5/weed/storage/disk_location.go#L180
digitalocean--doctl:commands++RunDropletCreate166.pml,0,0,https://github.com/digitalocean/doctl/blob/67904a7b84498c0e34bbe5b24ef0340155c9cadf/commands/droplets.go#L166
juju--juju:ec2++foreachVolume496.pml,0,0,https://github.com/juju/juju/blob/af21dceaf489e65417c11a49921a03bf188480cd/provider/ec2/ebs.go#L496
influxdata--telegraf:jti_openconfig_telemetry++Start352.pml,0,0,https://github.com/influxdata/telegraf/blob/6ed1431348c200760443c2a0422b0d54bea927ec/plugins/inputs/jti_openconfig_telemetry/openconfig_telemetry.go#L352
apex--apex:project++CreateOrUpdateAlias377.pml,0.6666666666666666,0,https://github.com/apex/apex/blob/9a7686bae601935091db4bb403e69c6e7cc1c599/project/project.go#L377
xtaci--gonet:timer++init24.pml,0,0,https://github.com/xtaci/gonet/blob/7e529c8dbaca6cf426827f9a9aa5ac0076dc24ce/src/misc/timer/timer.go#L24
kubernetes--kubernetes:libdocker++holdHijackedConnection580.pml,0,1,https://github.com/kubernetes/kubernetes/blob/d70ee902fddc682863a3cc4f0d8eac0223ebf70b/pkg/kubelet/dockershim/libdocker/kube_docker_client.go#L580
kahing--goofys:internal++DeleteBlobs59.pml,0,0,https://github.com/kahing/goofys/blob/45b8d78375af1b24604439d2e60c567654bcdf88/internal/backend_gcs3.go#L59
rancher--rancher:clusterstats++callWithTimeout220.pml,0,1,https://github.com/rancher/rancher/blob/d2fc2ed3105b0335b93a0fc10b745839ff6e2b0e/pkg/controllers/management/clusterstats/statsaggregator.go#L220
jpmorganchase--quorum:p2p++listenLoop874.pml,0,0.3333333333333333,https://github.com/jpmorganchase/quorum/blob/7b726385216c44e55fc6b6191a022fe598c102d4/p2p/server.go#L874
solo-io--unik:gcloud++waitOperation13.pml,0,1,https://github.com/solo-io/unik/blob/a58d3e8e33b72a56976ad41f74ce16a9099cc234/pkg/providers/gcloud/wait_operation.go#L13
henrylee2cn--teleport:main++main17.pml,0,0,https://github.com/henrylee2cn/teleport/blob/b23c46ba9ee6cb8ede9b6e09c525784bb096ba27/socket/example/socket_client_ab.go#L17
googollee--go-socket.io:websocket++newConn26.pml,0,0,https://github.com/googollee/go-socket.io/blob/e8677098f3536c439b8f6897510a31fbd43dda5f/engineio/transport/websocket/conn.go#L26
juju--juju:gce++foreachVolume271.pml,0,0,https://github.com/juju/juju/blob/af21dceaf489e65417c11a49921a03bf188480cd/provider/gce/disks.go#L271
jgrahamc--httpdiff:main++main107.pml,0,0,https://github.com/jgrahamc/httpdiff/blob/7e439a23a8b9f1d26f0c1617e9e479dcc921ec7f/httpdiff.go#L107
nuclio--nuclio:dockerclient++AwaitContainerHealth455.pml,0,1,https://github.com/nuclio/nuclio/blob/72501aefe67e58c915680d0d457006424076f081/pkg/dockerclient/shell.go#L455
influxdata--telegraf:rabbitmq++gatherNodes452.pml,0,0,https://github.com/influxdata/telegraf/blob/6ed1431348c200760443c2a0422b0d54bea927ec/plugins/inputs/rabbitmq/rabbitmq.go#L452
hashicorp--consul-template:template++plugin1000.pml,0,0,https://github.com/hashicorp/consul-template/blob/91c3dd4189ad3d8d21130694f436e9706e3ccf5a/template/funcs.go#L1000
gravitational--teleport:proxy++runPortForwarding58.pml,0,0,https://github.com/gravitational/teleport/blob/7b21cbaa566b561b40f322245b9ef5b931cbedfb/lib/kube/proxy/portforward.go#L58
360EntSecGroup-Skylar--goreporter:staticcheck++Init302.pml,0,0,https://github.com/360EntSecGroup-Skylar/goreporter/blob/df1b20f7c5d0f3538a3dc2cc04f68c59ba177fc5/linters/staticcheck/lint.go#L302
sjwhitworth--golearn:meta++Predict103.pml,0,0.9166666666666666,https://github.com/sjwhitworth/golearn/blob/cde96fa8267f26f540084e12ae6f082fcf776f6e/meta/bagging.go#L103
henrylee2cn--teleport:erpc++shutdown49.pml,0.4166666666666667,0.5,https://github.com/henrylee2cn/teleport/blob/b23c46ba9ee6cb8ede9b6e09c525784bb096ba27/graceful.go#L49
motemen--ghq:main++doGet21.pml,0,1,https://github.com/motemen/ghq/blob/42beb11a7d88071a407d8f3388aeadee6ebec602/cmd_get.go#L21
mattermost--mattermost-server:app++Pump125.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/app/web_conn.go#L125
chrislusf--gleam:util++CopyMultipleReaders58.pml,0,0.6666666666666666,https://github.com/chrislusf/gleam/blob/d48afd638bae4e01dbf233e492fc07c840929d45/util/channel_util.go#L58
kubernetes-incubator--external-dns:ovh++zonesRecords179.pml,0,0,https://github.com/kubernetes-incubator/external-dns/blob/630893d787caceef8d7b6fd525528e5228ce94a1/provider/ovh/ovh.go#L179
google--syzkaller:isolated++ssh152.pml,0,0,https://github.com/google/syzkaller/blob/63631df1539816bc62c7be40779c5f3e23b23b2f/vm/isolated/isolated.go#L152
go-gitea--gitea:queue++FlushWithContext194.pml,0,0,https://github.com/go-gitea/gitea/blob/127907c5e66d671b139a8d2bd8912911c7e58347/modules/queue/queue_disk_channel.go#L194
zyedidia--micro:screen++InitSimScreen190.pml,0,0,https://github.com/zyedidia/micro/blob/cf35b8021c9032b83f8a3158a045ab2429530ce4/internal/screen/screen.go#L190
go-gitea--gitea:ssh++sessionHandler59.pml,0,1,https://github.com/go-gitea/gitea/blob/127907c5e66d671b139a8d2bd8912911c7e58347/modules/ssh/ssh.go#L59
mattermost--mattermost-server:app++GetTeamStats1807.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/app/team.go#L1807
lightningnetwork--lnd:htlcswitch++makePayment758.pml,0,0,https://github.com/lightningnetwork/lnd/blob/ff897db293ab0e59abdefcb438d0ef42ebc91ff5/htlcswitch/test_utils.go#L758
nanopack--yoke:state++call66.pml,0,0,https://github.com/nanopack/yoke/blob/7d81075e517825b1e065f592dcbe58ec0b69e52f/state/rpc.go#L66
lxc--lxd:storage++CreateCustomVolumeFromCopy2466.pml,0,0,https://github.com/lxc/lxd/blob/6c8d1ba8351d36ae4f0844a7009611b160ef4174/lxd/storage/backend_lxd.go#L2466
keybase--client:libkb++Identify1666.pml,0,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666
flynn--flynn:proxy++joinConns321.pml,0,0,https://github.com/flynn/flynn/blob/eecb13ba8d5f4228c24dce308293f9c65075c949/router/proxy/reverseproxy.go#L321
chrislusf--seaweedfs:filer_pb++TraverseBfs11.pml,0,1,https://github.com/chrislusf/seaweedfs/blob/e439b65e387609b2a761d9a976c0efc44060dff5/weed/pb/filer_pb/filer_client_bfs.go#L11
rancher--rancher:cmd++runRPCDriver13.pml,0,1,https://github.com/rancher/rancher/blob/d2fc2ed3105b0335b93a0fc10b745839ff6e2b0e/pkg/kontainer-engine/cmd/utils.go#L13
xtaci--gonet:core++init50.pml,0,0,https://github.com/xtaci/gonet/blob/7e529c8dbaca6cf426827f9a9aa5ac0076dc24ce/src/hub/core/fsm.go#L50
pachyderm--pachyderm:chunk++NewTaskChain20.pml,0,0,https://github.com/pachyderm/pachyderm/blob/923f5743ea09a6e528ef65e28177648432f46b2d/src/server/pkg/storage/chunk/chain.go#L20
intelsdi-x--snap:plugin++Run105.pml,1,0,https://github.com/intelsdi-x/snap/blob/e3a6c8e39994b3980df0c7b069d5ede810622952/control/plugin/execution.go#L105
bosun-monitor--bosun:collectors++c_oracle38.pml,0,0,https://github.com/bosun-monitor/bosun/blob/4ea808ab2ddfcd7dcc135372ea217aa17ef764cc/cmd/scollector/collectors/oracle.go#L38
gruntwork-io--terratest:packer++BuildArtifactsE53.pml,0,0,https://github.com/gruntwork-io/terratest/blob/d2eada2d8542026fdde0224b0e6b26b3445591ee/modules/packer/packer.go#L53
Workiva--go-datastructures:hilbert++executeInterfacesInParallel145.pml,0,0.4444444444444444,https://github.com/Workiva/go-datastructures/blob/0819bcaf26091e7c33585441f8961854c2400faa/rtree/hilbert/action.go#L145
disintegration--imaging:imaging++Decode54.pml,0,0,https://github.com/disintegration/imaging/blob/d40f48ce0f098c53ab1fcd6e0e402da682262da5/io.go#L54
ncw--rclone:operations++DeleteFilesWithBackupDir681.pml,0,0,https://github.com/ncw/rclone/blob/80e63af4703730923a97b65fae4d5b712de846c9/fs/operations/operations.go#L681
minio--minio:cmd++NetPerfParallelInfo974.pml,0,0,https://github.com/minio/minio/blob/3163a660aa79b75b725a0c6f152557e6253b900f/cmd/notification.go#L974
hashicorp--packer:googlecompute++DeleteInstance159.pml,0,0,https://github.com/hashicorp/packer/blob/94e22e666440c3ceb633cc0ea96d9a7f345d736e/builder/googlecompute/driver_mock.go#L159
git-lfs--git-lfs:lfs++revListIndex112.pml,0,1,https://github.com/git-lfs/git-lfs/blob/731bcc598b2edd1b400a8908a803fd6afdc255ff/lfs/gitscanner_index.go#L112
mattermost--mattermost-server:app++searchPostsInTeam1123.pml,0,0,https://github.com/mattermost/mattermost-server/blob/caeda90b246b2830ffc29901efce685a08d638fa/app/post.go#L1123
Workiva--go-datastructures:palm++executeInterfacesInParallel173.pml,0,0.4444444444444444,https://github.com/Workiva/go-datastructures/blob/0819bcaf26091e7c33585441f8961854c2400faa/btree/palm/action.go#L173
nanomsg--mangos:rep++init74.pml,0,0,https://github.com/nanomsg/mangos/blob/233273ca2095032478c1e6c44d120e34e8c8536a/protocol/rep/rep.go#L74
fabiolb--fabio:consul++makeConfig64.pml,0,0.2222222222222222,https://github.com/fabiolb/fabio/blob/b8d800f880bd4109ad899fb49cf7398f1f90fe33/registry/consul/service.go#L64
keybase--client:maps++updateMapUnfurl170.pml,0,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/maps/livelocation.go#L170
