Project, Model, Fun, Type, Mandatory, Info, Line Num, Filename, Link,
rancher/os,selectDatasource,selectDatasource,Integer as a add bound,true,1,319,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example934551999/cmd/cloudinitsave/cloudinitsave.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example934551999/cmd/cloudinitsave/cloudinitsave.go#L319,
rancher/os,selectDatasource,selectDatasource,Go in for,false,,320,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example934551999/cmd/cloudinitsave/cloudinitsave.go,https://github.com/rancher/os/blob/b3d0b298c54ae6452906c61b44ecfab696f073f1//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example934551999/cmd/cloudinitsave/cloudinitsave.go#L320,
rcrowley/go-metrics,LogScaled,LogScaled,Func as a spawning for upper bound,true,Name : &{time Tick}(freq),27,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example112515657/log.go,https://github.com/rcrowley/go-metrics/blob/10cdbea86bc0b922507ce91d43f4f78a5bea2e8f//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example112515657/log.go#L27,
rcrowley/go-metrics,LogScaled,LogScaled,Could not parse the name of the function at pos /var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example112515657/log.go:27:17,false,,0,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example112515657/log.go,https://github.com/rcrowley/go-metrics/blob/10cdbea86bc0b922507ce91d43f4f78a5bea2e8f//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example112515657/log.go#L0,
jordan-wright/email,NewPool,NewPool,Var as a chan bound,true,count,52,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example935766413/pool.go,https://github.com/jordan-wright/email/blob/e1c00e1569805c0f6812a42b0f9236b3a39a85d6//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example935766413/pool.go#L52,
perkeep/perkeep,Reindex,Reindex,Integer as a spawning for lower bound,true,0,512,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L512,
perkeep/perkeep,Reindex,Reindex,Integer as a add bound,true,1,513,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L513,
perkeep/perkeep,Reindex,Reindex,Go in for,false,,514,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L514,
perkeep/perkeep,importAll,importAll,Var as a chan bound,true,&{0xc03dc46a20 25662447 * numWorkers},183,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go#L183,
perkeep/perkeep,importAll,importAll,Integer as a spawning for upper bound,true,10,187,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,importAll,Integer as a spawning for lower bound,true,0,187,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,importAll,Go in for,false,,188,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/import_share.go#L188,
perkeep/perkeep,readQueueToMemory,enumerateQueuedBlobs,For loop not well formed,false,Init : <nil> Cond : &{0xc03e556d60 25782751 [] 0 25782752} Post : <nil>,547,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L547,
perkeep/perkeep,runSync,runSync,Go in for,false,,578,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L578,
perkeep/perkeep,runSync,runSync,Var as a for upper bound,false,toCopy,589,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L589,
perkeep/perkeep,runSync,runSync,Integer as a for lower bound,false,0,589,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L589,
perkeep/perkeep,runFullValidation,runFullValidation,Func as a add bound,true,Name : len(shards),756,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L756,
perkeep/perkeep,runFullValidation,runFullValidation,len() as a add bound,true,Name : len(shards),756,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L756,
perkeep/perkeep,runFullValidation,runFullValidation,Slice as a spawning for upper bound,true,Name : shards,764,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L764,
perkeep/perkeep,runFullValidation,runFullValidation,Go in for,false,,767,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L767,
perkeep/perkeep,validateShardPrefix,ListMissingDestinationBlobs,Slice as a spawning for upper bound,true,Name : missing,820,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/server/sync.go#L820,
perkeep/perkeep,newFromConfig,EnumerateBlobsOpts,For loop not well formed,false,Init : <nil> Cond : keepGoing Post : <nil>,81,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/client/enumerate.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/client/enumerate.go#L81,
perkeep/perkeep,newFromConfig,EnumerateBlobsOpts,Slice as a spawning for upper bound,true,Name : blobs,108,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/client/enumerate.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/client/enumerate.go#L108,
perkeep/perkeep,readAllMetaBlobs,readAllMetaBlobs,Go in for,false,,296,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/encrypt/meta.go#L296,
perkeep/perkeep,getDirMembers,GetDirMembers,Map as a spawning for upper bound,true,Name : map[perkeep.org/pkg/blob.Ref]struct{},1588,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L1588,
perkeep/perkeep,getDirMembers,GetDirMembers,For loop not well formed,false,Init : <nil> Cond : &{0xc039097980 23208623 [] 0 23208624} Post : <nil>,1600,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L1600,
perkeep/perkeep,GetRecentPermanodes,GetRecentPermanodes,For loop not well formed,false,Init : <nil> Cond : &{0xc038fd2800 23188374 [] 0 23188375} Post : <nil>,807,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L807,
perkeep/perkeep,GetPermanodesWithAttr,SearchPermanodesWithAttr,For loop not well formed,false,Init : <nil> Cond : &{0xc038fe3900 23195033 [] 0 23195034} Post : <nil>,1057,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L1057,
perkeep/perkeep,EdgesTo,EdgesTo,Slice as a spawning for upper bound,true,Name : edges,817,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go#L817,
perkeep/perkeep,EdgesTo,EdgesTo,Go in for,false,,820,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go#L820,
perkeep/perkeep,EdgesTo,EdgesTo,Var as a for upper bound,false,verifying,829,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go#L829,
perkeep/perkeep,EdgesTo,EdgesTo,Integer as a for lower bound,false,0,829,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/search/handler.go#L829,
perkeep/perkeep,dirChildren,GetDirMembers,Map as a spawning for upper bound,true,Name : map[perkeep.org/pkg/blob.Ref]struct{},1588,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L1588,
perkeep/perkeep,dirChildren,GetDirMembers,For loop not well formed,false,Init : <nil> Cond : &{0xc039097980 23208623 [] 0 23208624} Post : <nil>,1600,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/index/index.go#L1600,
perkeep/perkeep,batchedShards,batchedShards,Slice as a spawning for upper bound,true,Name : blobs,89,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go#L89,
perkeep/perkeep,batchedShards,batchedShards,Func as a chan bound,true,Name : len(m),93,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go#L93,
perkeep/perkeep,batchedShards,batchedShards,len() as a chan bound,true,Name : len(m),93,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go#L93,
perkeep/perkeep,batchedShards,batchedShards,Map as a spawning for upper bound,true,Name : map[uint32][]perkeep.org/pkg/blob.Ref,94,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go#L94,
perkeep/perkeep,batchedShards,batchedShards,Go in for,false,,97,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go#L97,
perkeep/perkeep,batchedShards,batchedShards,Map as a spawning for upper bound,true,Name : map[uint32][]perkeep.org/pkg/blob.Ref,102,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/shard/shard.go#L102,
perkeep/perkeep,listenSelfCheck,listenSelfCheck,A receive on a channel that could not be parsed by Gomela at position /var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/gpgchallenge/gpg.go:601:9 was found.,false,,0,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/gpgchallenge/gpg.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/gpgchallenge/gpg.go#L0,
perkeep/perkeep,challenge,challenge,A receive on a channel that could not be parsed by Gomela at position /var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/gpgchallenge/gpg.go:633:9 was found.,false,,0,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/gpgchallenge/gpg.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/gpgchallenge/gpg.go#L0,
perkeep/perkeep,NewWorker,NewWorker,Integer as a add bound,true,1,54,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L54,
perkeep/perkeep,NewWorker,NewWorker,Go in for,false,,55,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L55,
perkeep/perkeep,NewWorker,pump,Var as a for upper bound,false,nWorkers,73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L73,
perkeep/perkeep,NewWorker,pump,Integer as a for lower bound,false,0,73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L73,
perkeep/perkeep,NewWorker,work,Go in for,false,,74,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L74,
perkeep/perkeep,NewWorker,work,Var as a for upper bound,false,nWorkers,77,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L77,
perkeep/perkeep,NewWorker,work,Integer as a for lower bound,false,0,77,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L77,
perkeep/perkeep,NewWorker,work,A receive was found on a channel that could not be parsed : /var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go:78:4,false,,0,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/internal/chanworker/chanworker.go#L0,
perkeep/perkeep,NewHost,NewHost,Map as a spawning for upper bound,true,Name : map[string]perkeep.org/pkg/importer.Importer,235,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go#L235,
perkeep/perkeep,newFromConfig,newFromConfig,Map as a spawning for upper bound,true,Name : map[string]perkeep.org/pkg/importer.Importer,271,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go#L271,
perkeep/perkeep,newFromConfig,newFromConfig,Integer as a add bound,true,1,299,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go#L299,
perkeep/perkeep,SetAttrs2,SetAttrs2,For loop not well formed,false,Init : &{[i] 33566901 := [0xc043c33c00]} Cond : &{i 33566909 < 0xc043c34cc0} Post : &{[i] 33566926 += [0xc043c33ca0]},1489,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/importer/importer.go#L1489,
perkeep/perkeep,StatBlobs,StatBlobs,Slice as a spawning for upper bound,true,Name : blobs,155,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/replica/replica.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example077723975/pkg/blobserver/replica/replica.go#L155,
